rule_id,title,type,severity,status,scope,languages,tags,impacts,remediation_cost,default_quality_profiles,language_specific_docs,metadata_path
S3424,Skipped unit tests should be either removed or fixed,CODE_SMELL,Minor,closed,Tests,python;rpg;java;vbnet;abap;php;pli;swift;csharp;plsql;javascript;cobol;flex;cfamily,,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3424/metadata.json
S3498,Object literal shorthand syntax should be used,CODE_SMELL,Minor,ready,Main,rust;javascript,convention;es2015,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3498/metadata.json
S3499,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3499/metadata.json
S3500,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3500/metadata.json
S3502,Methods in the same class should not have the same body,CODE_SMELL,Major,closed,Main,python;css;vb6;java;vbnet;php;swift;csharp;javascript;flex;cfamily,design;suspicious,,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3502/metadata.json
S3504,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3504/metadata.json
S3509,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3509/metadata.json
S3512,Template strings should be used instead of concatenation,CODE_SMELL,Minor,ready,Main,dart;javascript,es2015;clumsy,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3512/metadata.json
S3513,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3513/metadata.json
S3514,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3514/metadata.json
S3516,Methods returns should not be invariant,CODE_SMELL,Blocker,ready,Main,python;java;javascript;cfamily,,MAINTAINABILITY:BLOCKER,Linear,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3516/metadata.json
S3523,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3523/metadata.json
S3524,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3524/metadata.json
S3525,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3525/metadata.json
S3531,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3531/metadata.json
S3533,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3533/metadata.json
S3554,Loop stop conditions should allow more than one iteration,BUG,Major,closed,Main,python;vb6;java;vbnet;php;swift;csharp;javascript;flex;cfamily,,,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3554/metadata.json
S3579,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3579/metadata.json
S3616,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3616/metadata.json
S3626,Jump statements should not be redundant,CODE_SMELL,Minor,ready,All,python;tsql;java;abap;php;swift;csharp;plsql;javascript;cfamily,redundant;clumsy,MAINTAINABILITY:LOW,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3626/metadata.json
S3649,Database queries should not be vulnerable to injection attacks,VULNERABILITY,Blocker,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe;sql,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3649/metadata.json
S3686,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3686/metadata.json
S3696,Non-exception types should not be thrown,CODE_SMELL,Major,ready,All,javascript;cfamily,error-handling;api-design,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3696/metadata.json
S3699,The output of functions that don't return anything should not be used,BUG,Major,ready,All,python;php;javascript,,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3699/metadata.json
S3723,Trailing commas should be used,CODE_SMELL,Major,ready,All,rust;javascript,convention,MAINTAINABILITY:MEDIUM,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3723/metadata.json
S3735,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3735/metadata.json
S3757,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3757/metadata.json
S3758,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3758/metadata.json
S3759,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3759/metadata.json
S3760,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3760/metadata.json
S3776,Cognitive Complexity of functions should not be too high,CODE_SMELL,Critical,ready,All,apex;go;python;dart;rust;java;vbnet;abap;kotlin;php;scala;swift;csharp;javascript;ruby;cfamily,brain-overload,MAINTAINABILITY:HIGH,Linear with offset,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3776/metadata.json
S3782,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3782/metadata.json
S3785,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3785/metadata.json
S3786,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3786/metadata.json
S3796,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3796/metadata.json
S3798,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3798/metadata.json
S3799,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3799/metadata.json
S3800,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3800/metadata.json
S3801,"Functions should use ""return"" consistently",CODE_SMELL,Major,ready,Main,python;php;javascript,api-design;confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3801/metadata.json
S3812,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3812/metadata.json
S3817,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3817/metadata.json
S3827,"Variables, classes and functions should be defined before being used",BUG,Blocker,ready,All,python;javascript,,RELIABILITY:BLOCKER,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3827/metadata.json
S3828,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3828/metadata.json
S3831,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3831/metadata.json
S3832,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3832/metadata.json
S3833,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3833/metadata.json
S3834,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3834/metadata.json
S3835,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3835/metadata.json
S3837,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3837/metadata.json
S3854,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3854/metadata.json
S3856,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3856/metadata.json
S3862,"""for of"" should not be used with non-iterables",BUG,Blocker,ready,All,python;javascript,,RELIABILITY:BLOCKER,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3862/metadata.json
S3863,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3863/metadata.json
S3923,All branches in a conditional structure should not have exactly the same implementation,BUG,Major,ready,All,apex;go;jcl;python;tsql;java;vbnet;abap;kotlin;php;common;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 15min,Sonar way,code-example.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3923/metadata.json
S3931,Non-boolean assignments should not be used as conditions,CODE_SMELL,Blocker,ready,All,javascript,suspicious,MAINTAINABILITY:BLOCKER,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3931/metadata.json
S3955,"""if"" and ""while"" statements should not lead to the execution of empty statements",BUG,Major,closed,All,java;php;csharp;plsql;javascript;cfamily,,,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3955/metadata.json
S3972,Conditionals should start on new lines,CODE_SMELL,Critical,ready,All,tsql;java;php;csharp;javascript;cfamily,suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 10min,Sonar way,compliant-code-exclusive.adoc;compliant-code-unrelated.adoc;noncompliant-code.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3972/metadata.json
S3973,A conditionally executed single line should be denoted by indentation,CODE_SMELL,Critical,ready,All,tsql;java;php;csharp;javascript;cfamily,confusing;suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3973/metadata.json
S3981,Collection sizes and array length comparisons should make sense,BUG,Major,ready,All,go;python;java;vbnet;kotlin;php;swift;csharp;javascript,confusing,RELIABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3981/metadata.json
S3984,Exceptions should not be created without being thrown,BUG,Major,ready,All,python;java;vbnet;php;csharp;javascript,error-handling,RELIABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3984/metadata.json
S4023,Interfaces should not be empty,CODE_SMELL,Minor,ready,Main,csharp;javascript,,MAINTAINABILITY:LOW,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4023/metadata.json
S4030,Collection contents should be used,CODE_SMELL,Major,ready,All,java;javascript,unused;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4030/metadata.json
S4036,Searching OS commands in PATH is security-sensitive,SECURITY_HOTSPOT,Minor,ready,Main,go;python;java;vbnet;php;csharp;javascript,cwe,SECURITY:LOW,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4036/metadata.json
S4043,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4043/metadata.json
S4084,,,,,,html;javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4084/metadata.json
S4123,,CODE_SMELL,Critical,ready,Main,dart;javascript,confusing;type-dependent,MAINTAINABILITY:HIGH,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4123/metadata.json
S4124,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4124/metadata.json
S4125,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4125/metadata.json
S4136,Method overloads should be grouped together,CODE_SMELL,Minor,ready,All,vbnet;csharp;javascript;cfamily,convention,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4136/metadata.json
S4137,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4137/metadata.json
S4138,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4138/metadata.json
S4139,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4139/metadata.json
S4140,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4140/metadata.json
S4143,Map values should not be replaced unconditionally,BUG,Major,ready,All,go;python;java;vbnet;php;swift;csharp;javascript;cfamily,suspicious,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4143/metadata.json
S4144,Methods should not have identical implementations,CODE_SMELL,Major,ready,All,apex;go;python;java;vbnet;kotlin;php;scala;swift;csharp;javascript;ruby;cfamily,confusing;duplicate;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4144/metadata.json
S4156,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4156/metadata.json
S4157,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4157/metadata.json
S4158,Empty collections should not be accessed or iterated,BUG,Minor,ready,All,vbnet;csharp;javascript,,RELIABILITY:LOW,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4158/metadata.json
S4165,Assignments should not be redundant,CODE_SMELL,Major,ready,All,java;javascript,redundant,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4165/metadata.json
S4172,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4172/metadata.json
S4204,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4204/metadata.json
S4275,Getters and setters should access the expected fields,BUG,Critical,ready,All,rust;java;vbnet;csharp;javascript,pitfall,RELIABILITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4275/metadata.json
S4322,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4322/metadata.json
S4323,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4323/metadata.json
S4324,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4324/metadata.json
S4325,Redundant casts and non-null assertions should be avoided,CODE_SMELL,Minor,ready,Main,rust;javascript,redundant;type-dependent,MAINTAINABILITY:LOW,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4325/metadata.json
S4326,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4326/metadata.json
S4327,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4327/metadata.json
S4328,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4328/metadata.json
S4335,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4335/metadata.json
S4343,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4343/metadata.json
S4412,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4412/metadata.json
S4423,Weak SSL/TLS protocols should not be used,VULNERABILITY,Critical,ready,Main,terraform;docker;go;python;shell;azureresourcemanager;java;vbnet;kotlin;php;common;githubactions;swift;csharp;javascript;cloudformation;ruby;cfamily,cwe;privacy,SECURITY:HIGH,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4423/metadata.json
S4426,Cryptographic keys should be robust,VULNERABILITY,Critical,ready,Main,go;python;java;kotlin;php;common;swift;csharp;javascript;cfamily,cwe;privacy,SECURITY:HIGH,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4426/metadata.json
S4437,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4437/metadata.json
S4438,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4438/metadata.json
S4439,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4439/metadata.json
S4441,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4441/metadata.json
S4442,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4442/metadata.json
S4443,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4443/metadata.json
S4444,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4444/metadata.json
S4445,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4445/metadata.json
S4446,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4446/metadata.json
S4447,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4447/metadata.json
S4473,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4473/metadata.json
S4502,Disabling CSRF protections is security-sensitive,SECURITY_HOTSPOT,Critical,ready,Main,python;java;php;csharp;javascript;ruby,cwe,SECURITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4502/metadata.json
S4507,Delivering code in production with debug features activated is security-sensitive,SECURITY_HOTSPOT,Minor,ready,Main,docker;go;python;azureresourcemanager;rpg;java;vbnet;kotlin;php;xml;swift;csharp;javascript;cobol;flex,cwe;error-handling;debug;user-experience,SECURITY:LOW,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4507/metadata.json
S4524,"""default"" clauses should be first or last",CODE_SMELL,Critical,ready,All,java;abap;php;csharp;javascript;flex;cfamily,,MAINTAINABILITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4524/metadata.json
S4529,Exposing HTTP endpoints is security-sensitive,SECURITY_HOTSPOT,Critical,deprecated,Main,python;java;vbnet;php;csharp;javascript,,,Constant/Issue: 15min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4529/metadata.json
S4619,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4619/metadata.json
S4621,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4621/metadata.json
S4622,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4622/metadata.json
S4623,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4623/metadata.json
S4624,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4624/metadata.json
S4634,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4634/metadata.json
S4721,Using shell interpreter when executing OS commands is security-sensitive,SECURITY_HOTSPOT,Major,ready,Main,python;java;vbnet;abap;php;csharp;javascript,cwe,SECURITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4721/metadata.json
S4782,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4782/metadata.json
S4784,Using regular expressions is security-sensitive,SECURITY_HOTSPOT,Critical,deprecated,Main,python;java;vbnet;php;csharp;javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4784/metadata.json
S4787,Encrypting data is security-sensitive,SECURITY_HOTSPOT,Critical,deprecated,Main,python;java;vbnet;php;csharp;javascript,,SECURITY:HIGH,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4787/metadata.json
S4790,Using weak hashing algorithms is security-sensitive,SECURITY_HOTSPOT,Critical,ready,Main,docker;go;python;dart;shell;tsql;java;vbnet;abap;kotlin;php;githubactions;swift;csharp;plsql;javascript;cfamily,cwe,SECURITY:HIGH,Unknown,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4790/metadata.json
S4797,Handling files is security-sensitive,SECURITY_HOTSPOT,Critical,deprecated,Main,python;java;vbnet;php;csharp;javascript,,SECURITY:HIGH,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4797/metadata.json
S4798,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4798/metadata.json
S4817,Executing XPath expressions is security-sensitive,SECURITY_HOTSPOT,Critical,deprecated,Main,python;java;vbnet;php;csharp;javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4817/metadata.json
S4818,Using Sockets is security-sensitive,SECURITY_HOTSPOT,Critical,deprecated,Main,python;java;vbnet;php;csharp;javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4818/metadata.json
S4822,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4822/metadata.json
S4823,Using command line arguments is security-sensitive,SECURITY_HOTSPOT,Critical,deprecated,Main,python;java;vbnet;php;csharp;javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4823/metadata.json
S4825,Sending HTTP requests is security-sensitive,SECURITY_HOTSPOT,Critical,deprecated,Main,python;java;vbnet;php;csharp;javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4825/metadata.json
S4829,Reading the Standard Input is security-sensitive,SECURITY_HOTSPOT,Critical,deprecated,Main,python;java;vbnet;php;csharp;javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4829/metadata.json
S4830,Server certificates should be verified during SSL/TLS connections,VULNERABILITY,Critical,ready,Main,docker;go;python;dart;shell;java;vbnet;kotlin;php;ansible;common;githubactions;swift;csharp;javascript;ruby;cfamily,cwe;privacy;ssl,SECURITY:HIGH,Constant/Issue: 5min,Sonar way,highlighting.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S4830/metadata.json
S5042,Expanding archive files without controlling resource consumption is security-sensitive,SECURITY_HOTSPOT,Critical,ready,Main,python;java;vbnet;php;csharp;javascript;cfamily,cwe,SECURITY:HIGH,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5042/metadata.json
S5122,Having a permissive Cross-Origin Resource Sharing policy is security-sensitive,SECURITY_HOTSPOT,Minor,ready,Main,python;java;vbnet;php;xml;csharp;javascript,cwe,SECURITY:LOW,Unknown,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5122/metadata.json
S5131,Endpoints should not be vulnerable to reflected cross-site scripting (XSS) attacks,VULNERABILITY,Blocker,ready,Main,python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5131/metadata.json
S5144,Server-side requests should not be vulnerable to forging attacks,VULNERABILITY,Major,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5144/metadata.json
S5146,HTTP request redirections should not be open to forging attacks,VULNERABILITY,Blocker,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5146/metadata.json
S5147,NoSQL operations should not be vulnerable to injection attacks,VULNERABILITY,Blocker,ready,Main,python;java;vbnet;kotlin;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5147/metadata.json
S5148,Authorizing an opened window to access back to the originating window is security-sensitive,SECURITY_HOTSPOT,Minor,ready,All,html;javascript,cwe;phishing,SECURITY:LOW,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5148/metadata.json
S5247,Disabling auto-escaping in template engines is security-sensitive,SECURITY_HOTSPOT,Major,ready,Main,python;java;html;php;xml;javascript,cwe,SECURITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5247/metadata.json
S5254,,,,,,html;javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5254/metadata.json
S5256,Tables should have headers,BUG,Major,ready,Main,html;javascript,accessibility;wcag2-a,RELIABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5256/metadata.json
S5257,"HTML ""<table>"" should not be used for layout purposes",CODE_SMELL,Major,ready,All,html;javascript,accessibility,MAINTAINABILITY:MEDIUM,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5257/metadata.json
S5260,Table cells should reference their headers,BUG,Critical,ready,All,html;javascript,accessibility;wcag2-a,RELIABILITY:HIGH,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5260/metadata.json
S5264,"""<object>"" tags should provide an alternative content",CODE_SMELL,Minor,ready,All,html;javascript,accessibility;wcag2-a,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S5264/metadata.json
